,COMID,slope,ID,glow_lat,glow_lon,stationid,gage_lat,gage_lon,distance,COMID-mean,q50
2323,44030706,0.000123352293,R44030706XS0928681,15.793939990327152,104.1366666665595,GRDC_2969150,15.7896,104.1354,11726498.559011731,104.33733053471607,109.01438
2324,44030706,0.000123352293,R44030706XS0928682,15.79622427913314,104.13627572186648,GRDC_2969150,15.7896,104.1354,11726498.559011731,104.33733053471607,109.01438
2325,44030779,0.000314428729,R44030779XS0929537,16.18833333374339,105.308784245971,GRDC_2469120,16.1896,105.3146,11862305.611419424,135.64690829447673,332.09897
2326,44032551,0.000242543376,R44032551XS0941964,15.325833333715352,105.49215405322826,GRDC_2969101,15.3271,105.4938,11867493.898418838,435.6459999240511,7696.2344
2327,44032551,0.000242543376,R44032551XS0941965,15.326701555304137,105.4907984448402,GRDC_2969101,15.3271,105.4938,11867493.898418838,435.6459999240511,7696.2344
2328,44032551,0.000242543376,R44032551XS0941966,15.327500000327223,105.48941241094818,GRDC_2969101,15.3271,105.4938,11867493.898418838,435.6459999240511,7696.2344
2329,44032569,0.000117370078,R44032569XS0942574,15.673602060471651,100.1091666666412,GRDC_2964122,15.6771,100.1104,11281273.351027967,212.48150827870896,516.6416
2330,44032613,0.000107849931,R44032613XS0943593,15.399402571234472,105.82059742948736,GRDC_2469265,15.3979,105.82290000000002,11905122.210023165,120.06997924564504,82.91664
2331,44032613,0.000107849931,R44032613XS0943594,15.401046115117705,105.81978721889205,GRDC_2469265,15.3979,105.82290000000002,11905122.210023165,120.06997924564504,82.91664
2332,44032613,0.000107849931,R44032613XS0943595,15.402689664289824,105.8189770030023,GRDC_2469265,15.3979,105.82290000000002,11905122.210023165,120.06997924564504,82.91664
2333,44032616,0.000151102963,R44032616XS0943772,15.573984172023554,105.8064841709285,GRDC_2469267,15.577100000000002,105.8104,11906541.130166195,95.51589957137662,79.696655
2334,44032616,0.000151102963,R44032616XS0943773,15.57416666679875,105.80825759235752,GRDC_2469267,15.577100000000002,105.8104,11906541.130166195,95.51589957137662,79.696655
2335,44032616,0.000151102963,R44032616XS0943774,15.575403731768384,105.80957039683572,GRDC_2469267,15.577100000000002,105.8104,11906541.130166195,95.51589957137662,79.696655
2336,44032713,0.000549802466794,R44032713XS0944357,15.336428300730434,104.1577383667244,GRDC_2969124,15.3354,104.16039999999998,11720753.427624697,73.13469862125505,98.65437
2337,44032713,0.000549802466794,R44032713XS0944358,15.33772101073636,104.15644565668258,GRDC_2969124,15.3354,104.16039999999998,11720753.427624697,73.13469862125505,98.65437
2338,44032713,0.000549802466794,R44032713XS0944359,15.33901372697725,104.15515294026795,GRDC_2969124,15.3354,104.16039999999998,11720753.427624697,73.13469862125505,98.65437
2339,44034407,0.000157294301,R44034407XS0953224,14.809384551284982,106.83894878265964,GRDC_2469300,14.8104,106.8396,12007872.537556866,157.87640198565012,517.12823
2340,44034407,0.000157294301,R44034407XS0953225,14.809880262588418,106.8384530711344,GRDC_2469300,14.8104,106.8396,12007872.537556866,157.87640198565012,517.12823
2341,44048910,0.003157746357666,R44048910XS1021718,4.818971418585829,100.96480475156908,GRDC_5222500,4.8229,100.96880000000002,11251824.265467266,113.48784635651936,381.28714
2342,44048910,0.003157746357666,R44048910XS1021719,4.819850212601585,100.96568354564714,GRDC_5222500,4.8229,100.96880000000002,11251824.265467266,113.48784635651936,381.28714
2343,44048910,0.003157746357666,R44048910XS1021720,4.820974006467504,100.96597400619356,GRDC_5222500,4.8229,100.96880000000002,11251824.265467266,113.48784635651936,381.28714
2344,44048910,0.003157746357666,R44048910XS1021721,4.82193031259953,100.96666666662196,GRDC_5222500,4.8229,100.96880000000002,11251824.265467266,113.48784635651936,381.28714
2345,45027010,0.001533287466,R45027010XS1096337,28.63921996658897,81.28088663287785,GRDC_2548400,28.6438,81.2854,9634141.428259963,181.2203513042708,598.878
2346,45027010,0.001533287466,R45027010XS1096338,28.64087099143859,81.28253765783292,GRDC_2548400,28.6438,81.2854,9634141.428259963,181.2203513042708,598.878
2347,41001548,0.000241466353,R41001548XS1680571,44.92666666741716,141.88687783237611,GRDC_2587080,44.9229,141.8938,16751119.80668621,82.66677875491695,158.5432
2348,41001548,0.000241466353,R41001548XS1680572,44.92583333394636,141.88849252926647,GRDC_2587080,44.9229,141.8938,16751119.80668621,82.66677875491695,158.5432
2349,41001551,0.000380476423,R41001551XS1680724,44.80528298688715,142.07083333245416,GRDC_2587081,44.8063,142.0688,16764137.31582066,79.20808021929084,139.04971
2350,41001551,0.000380476423,R41001551XS1680725,44.80308333245739,142.07108333672633,GRDC_2587081,44.8063,142.0688,16764137.31582066,79.20808021929084,139.04971
2351,41001679,0.000637302341,R41001679XS1681430,44.48727808242667,142.3324999992287,GRDC_2587082,44.4854,142.3354,16775247.762099553,74.03679294097391,82.92437
2352,41001679,0.000637302341,R41001679XS1681431,44.486326184212686,142.33249999904606,GRDC_2587082,44.4854,142.3354,16775247.762099553,74.03679294097391,82.92437
2353,41001679,0.000637302341,R41001679XS1681432,44.48537429075847,142.33249999902333,GRDC_2587082,44.4854,142.3354,16775247.762099553,74.03679294097391,82.92437
2354,41001679,0.000637302341,R41001679XS1681433,44.48453034604963,142.33296965686372,GRDC_2587082,44.4854,142.3354,16775247.762099553,74.03679294097391,82.92437
2355,41001715,0.00095574782,R41001715XS1681787,44.361002308113086,142.4435023042684,GRDC_2587083,44.3646,142.4438,16780291.800401665,54.27676027672215,49.7999
2356,41001715,0.00095574782,R41001715XS1681788,44.36046306259723,142.44296305672512,GRDC_2587083,44.3646,142.4438,16780291.800401665,54.27676027672215,49.7999
2357,41001715,0.00095574782,R41001715XS1681789,44.35990623795267,142.4424999996047,GRDC_2587083,44.3646,142.4438,16780291.800401665,54.27676027672215,49.7999
2358,41001715,0.00095574782,R41001715XS1681790,44.35924257532806,142.4424999996723,GRDC_2587083,44.3646,142.4438,16780291.800401665,54.27676027672215,49.7999
2359,41001715,0.00095574782,R41001715XS1681791,44.35857891503312,142.4424999991772,GRDC_2587083,44.3646,142.4438,16780291.800401665,54.27676027672215,49.7999
2360,41001715,0.00095574782,R41001715XS1681792,44.35833333417796,142.44191726864815,GRDC_2587083,44.3646,142.4438,16780291.800401665,54.27676027672215,49.7999
2361,41001929,0.001484033333,R41001929XS1682420,43.56000000100711,142.04374529963206,GRDC_2587105,43.5604,142.0479,16698023.855777984,66.06113387240678,72.06766
2362,41001943,0.001105623811,R41001943XS1682515,43.71388080074631,142.12721412876706,GRDC_2587103,43.7188,142.1313,16714754.31937622,84.80976358934717,99.25583
2363,41003516,0.001965466297,R41003516XS1685131,39.38154041390504,141.1291666661408,GRDC_2588705,39.3813,141.1313,16412450.365573552,80.3739360675777,98.04944
2364,41003516,0.001965466297,R41003516XS1685132,39.382124266322045,141.1296242607616,GRDC_2588705,39.3813,141.1313,16412450.365573552,80.3739360675777,98.04944
2365,41003516,0.001965466297,R41003516XS1685133,39.38272987389651,141.12999999918296,GRDC_2588705,39.3813,141.1313,16412450.365573552,80.3739360675777,98.04944
2366,41003516,0.001965466297,R41003516XS1685134,39.38343535456578,141.12999999956057,GRDC_2588705,39.3813,141.1313,16412450.365573552,80.3739360675777,98.04944
2367,41003516,0.001965466297,R41003516XS1685135,39.384140837789424,141.1299999998771,GRDC_2588705,39.3813,141.1313,16412450.365573552,80.3739360675777,98.04944
2368,41003516,0.001965466297,R41003516XS1685136,39.38484632356749,141.12999999938475,GRDC_2588705,39.3813,141.1313,16412450.365573552,80.3739360675777,98.04944
2369,41003548,0.000651441583,R41003548XS1685641,39.45661124973768,140.46422208417675,GRDC_2589752,39.4563,140.4646,16344759.000665588,61.507872193720935,85.70832
2370,41003548,0.000651441583,R41003548XS1685642,39.45614075352757,140.4646925819849,GRDC_2589752,39.4563,140.4646,16344759.000665588,61.507872193720935,85.70832
2371,41003548,0.000651441583,R41003548XS1685643,39.45562699760809,140.46499999924745,GRDC_2589752,39.4563,140.4646,16344759.000665588,61.507872193720935,85.70832
2372,41003548,0.000651441583,R41003548XS1685644,39.4550316893395,140.46499999985224,GRDC_2589752,39.4563,140.4646,16344759.000665588,61.507872193720935,85.70832
2373,41003548,0.000651441583,R41003548XS1685645,39.45455455927948,140.46544544304916,GRDC_2589752,39.4563,140.4646,16344759.000665588,61.507872193720935,85.70832
2374,41003548,0.000651441583,R41003548XS1685646,39.45406216402466,140.4658333328903,GRDC_2589752,39.4563,140.4646,16344759.000665588,61.507872193720935,85.70832
2375,41003548,0.000651441583,R41003548XS1685647,39.4534668638332,140.46583333278977,GRDC_2589752,39.4563,140.4646,16344759.000665588,61.507872193720935,85.70832
2376,41003554,0.002912924739,R41003554XS1685715,39.26974990067979,141.1227501012731,GRDC_2588704,39.2688,141.1229,16407029.43616994,48.51796487821442,34.65124
2377,41003554,0.002912924739,R41003554XS1685716,39.270479901504494,141.1220201007664,GRDC_2588704,39.2688,141.1229,16407029.43616994,48.51796487821442,34.65124
2378,41003554,0.002912924739,R41003554XS1685717,39.27120991164094,141.12129009066206,GRDC_2588704,39.2688,141.1229,16407029.43616994,48.51796487821442,34.65124
2379,41003554,0.002912924739,R41003554XS1685718,39.27201276989664,141.12083333233903,GRDC_2588704,39.2688,141.1229,16407029.43616994,48.51796487821442,34.65124
2380,41003554,0.002912924739,R41003554XS1685783,39.290368189728106,141.06379847923324,GRDC_2588708,39.2896,141.0688,16401322.908998135,48.51796487821442,34.65124
2381,41003554,0.002912924739,R41003554XS1685784,39.2908333343546,141.0629009255555,GRDC_2588708,39.2896,141.0688,16401322.908998135,48.51796487821442,34.65124
2382,41003554,0.002912924739,R41003554XS1685785,39.29083333353692,141.06171043648578,GRDC_2588708,39.2896,141.0688,16401322.908998135,48.51796487821442,34.65124
2383,41003554,0.002912924739,R41003554XS1685786,39.290641038373366,141.06064103439329,GRDC_2588708,39.2896,141.0688,16401322.908998135,48.51796487821442,34.65124
2384,41003580,0.001175662348,R41003580XS1686114,39.27370163732098,140.39870163183582,GRDC_2589753,39.2771,140.4021,16329967.768242331,52.64513047260211,61.132607
2385,41003580,0.001175662348,R41003580XS1686115,39.27225225635743,140.3983333324889,GRDC_2589753,39.2771,140.4021,16329967.768242331,52.64513047260211,61.132607
2386,41003580,0.001175662348,R41003580XS1686116,39.27070472008944,140.39833333280572,GRDC_2589753,39.2771,140.4021,16329967.768242331,52.64513047260211,61.132607
2387,41003778,0.000513943079,R41003778XS1686350,38.95000000101865,141.17545101784947,GRDC_2588702,38.9521,141.1729,16399363.949691428,88.08760303506706,188.49126
2388,41003778,0.000513943079,R41003778XS1686351,38.95000000060547,141.17348331942722,GRDC_2588702,38.9521,141.1729,16399363.949691428,88.08760303506706,188.49126
2389,41003785,0.000248053434,R41003785XS1686518,38.76327040289099,140.06006293107228,GRDC_2589700,38.7604,140.0646,16273026.607496848,115.48959873327996,263.0147
2390,41003785,0.000248053434,R41003785XS1686519,38.76214123579882,140.06119209974645,GRDC_2589700,38.7604,140.0646,16273026.607496848,115.48959873327996,263.0147
2391,41003785,0.000248053434,R41003785XS1686520,38.76101208995944,140.06232124489395,GRDC_2589700,38.7604,140.0646,16273026.607496848,115.48959873327996,263.0147
2392,41004010,0.001286982791,R41004010XS1687582,38.3416666672263,140.28402894049188,GRDC_2589703,38.3396,140.2896,16279629.334066205,50.42894275832791,78.64812
2393,41004010,0.001286982791,R41004010XS1687583,38.34190171930399,140.28226494915123,GRDC_2589703,38.3396,140.2896,16279629.334066205,50.42894275832791,78.64812
2394,41004010,0.001286982791,R41004010XS1687584,38.34250000045965,140.28072474589368,GRDC_2589703,38.3396,140.2896,16279629.334066205,50.42894275832791,78.64812
2395,41004221,0.000872419806,R41004221XS1688819,37.92583333429171,140.74718730922936,GRDC_2588651,37.9271,140.7521,16312746.401795346,70.08580924060995,64.588554
2396,41004221,0.000872419806,R41004221XS1688820,37.926311963464485,140.74464529140076,GRDC_2588651,37.9271,140.7521,16312746.401795346,70.08580924060995,64.588554
2397,41004225,0.001080906916,R41004225XS1689036,37.83000000101856,140.51875450838625,GRDC_2588652,37.8313,140.5188,16284423.194734149,67.77251025051524,58.224827
2398,41004225,0.001080906916,R41004225XS1689037,37.82955790368407,140.5178912315395,GRDC_2588652,37.8313,140.5188,16284423.194734149,67.77251025051524,58.224827
2399,41004225,0.001080906916,R41004225XS1689038,37.82876768911741,140.5174999989741,GRDC_2588652,37.8313,140.5188,16284423.194734149,67.77251025051524,58.224827
2400,41004225,0.001080906916,R41004225XS1689039,37.82796982271692,140.5171364839747,GRDC_2588652,37.8313,140.5188,16284423.194734149,67.77251025051524,58.224827
2401,41004225,0.001080906916,R41004225XS1689040,37.82726600597937,140.51643266820454,GRDC_2588652,37.8313,140.5188,16284423.194734149,67.77251025051524,58.224827
2402,41004247,0.00059770846709,R41004247XS1689594,37.51511337596682,140.40428004005918,GRDC_2588653,37.5146,140.4063,16259982.368285043,51.64007661284324,31.884628
2403,41004247,0.00059770846709,R41004247XS1689595,37.51475339807787,140.40392006018135,GRDC_2588653,37.5146,140.4063,16259982.368285043,51.64007661284324,31.884628
2404,41004247,0.00059770846709,R41004247XS1689596,37.51439341967718,140.40356008200604,GRDC_2588653,37.5146,140.4063,16259982.368285043,51.64007661284324,31.884628
2405,41004247,0.00059770846709,R41004247XS1689597,37.51403344116984,140.40320010489495,GRDC_2588653,37.5146,140.4063,16259982.368285043,51.64007661284324,31.884628
2406,41004247,0.00059770846709,R41004247XS1689598,37.51367346446414,140.4028401258404,GRDC_2588653,37.5146,140.4063,16259982.368285043,51.64007661284324,31.884628
2407,41004247,0.00059770846709,R41004247XS1689599,37.51330795765458,140.40249999987856,GRDC_2588653,37.5146,140.4063,16259982.368285043,51.64007661284324,31.884628
2408,41004247,0.00059770846709,R41004247XS1689600,37.51284773175245,140.40249999899945,GRDC_2588653,37.5146,140.4063,16259982.368285043,51.64007661284324,31.884628
2409,41004247,0.00059770846709,R41004247XS1689601,37.51241201201431,140.40241200994618,GRDC_2588653,37.5146,140.4063,16259982.368285043,51.64007661284324,31.884628
2410,41004247,0.00059770846709,R41004247XS1689602,37.512052039529664,140.4020520340855,GRDC_2588653,37.5146,140.4063,16259982.368285043,51.64007661284324,31.884628
2411,41004522,0.00205568993,R41004522XS1690414,37.247500000916816,138.79969903862244,GRDC_2589501,37.2479,138.8021,16077910.545852069,102.40007281780797,211.08452
2412,41004522,0.00205568993,R41004522XS1690415,37.24670753505052,138.79754086738637,GRDC_2589501,37.2479,138.8021,16077910.545852069,102.40007281780797,211.08452
2413,41004593,0.001264894474,R41004593XS1691339,37.30095694500003,140.3865430560547,GRDC_2588654,37.2979,140.3938,16250224.427192328,30.23072116153033,11.888744
2414,41004593,0.001264894474,R41004593XS1691340,37.3000000001032,140.38918836312567,GRDC_2588654,37.2979,140.3938,16250224.427192328,30.23072116153033,11.888744
2415,41004874,3.0086547e-05,R41004874XS1691703,36.72865197480245,138.30833333239508,GRDC_2589502,36.7313,138.3104,16005894.484689925,81.42101883736352,125.45353
2416,41004874,3.0086547e-05,R41004874XS1691704,36.72709940641797,138.3083333323416,GRDC_2589502,36.7313,138.3104,16005894.484689925,81.42101883736352,125.45353
2417,41004874,3.0086547e-05,R41004874XS1691705,36.72554684862461,138.30833333243703,GRDC_2589502,36.7313,138.3104,16005894.484689925,81.42101883736352,125.45353
2418,41004898,0.000803593901,R41004898XS1691881,36.69904036689362,137.20070703088425,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2419,41004898,0.000803593901,R41004898XS1691882,36.69867468314517,137.20034134477925,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2420,41004898,0.000803593901,R41004898XS1691883,36.69830899699351,137.19997566307018,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2421,41004898,0.000803593901,R41004898XS1691884,36.697943314666816,137.1996099761523,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2422,41004898,0.000803593901,R41004898XS1691885,36.69757762945874,137.19924429436747,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2423,41004898,0.000803593901,R41004898XS1691886,36.6972119470286,137.19887860898854,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2424,41004898,0.000803593901,R41004898XS1691887,36.6968462632422,137.19851292639063,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2425,41004898,0.000803593901,R41004898XS1691888,36.69648058023038,137.19814724328788,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2426,41004898,0.000803593901,R41004898XS1691889,36.6961148978655,137.19778155987683,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2427,41004898,0.000803593901,R41004898XS1691890,36.69574921386671,137.1975841201949,GRDC_2589400,36.7021,137.2021,15885857.42001704,101.08613509049356,116.41388
2428,41004924,0.003567801498,R41004924XS1692508,36.62166666764067,138.13120967057307,GRDC_2589506,36.6229,138.1354,15982555.74204246,80.54182270217258,61.325455
2429,41004924,0.003567801498,R41004924XS1692509,36.62166666713543,138.12928193967505,GRDC_2589506,36.6229,138.1354,15982555.74204246,80.54182270217258,61.325455
2430,41004924,0.003567801498,R41004924XS1692510,36.620833334290346,138.12784872621046,GRDC_2589506,36.6229,138.1354,15982555.74204246,80.54182270217258,61.325455
2431,41005378,0.00124062304,R41005378XS1693795,36.26232885292866,139.19850448168384,GRDC_2588554,36.2604,139.2021,16083706.385387436,168.44548805153724,97.26371
2432,41005378,0.00124062304,R41005378XS1693796,36.26300034496089,139.19699965691973,GRDC_2588554,36.2604,139.2021,16083706.385387436,168.44548805153724,97.26371
2433,41005476,0.002517985902,R41005476XS1694492,36.09980643564929,136.20480643201338,GRDC_2589390,36.1021,136.2104,15757009.338447504,77.32056470145228,78.083145
2434,41005476,0.002517985902,R41005476XS1694493,36.10105772070413,136.20772438335877,GRDC_2589390,36.1021,136.2104,15757009.338447504,77.32056470145228,78.083145
2435,41005946,0.00518897311,R41005946XS1696843,35.59000000055085,137.92235873120455,GRDC_2588322,35.5938,137.9271,15922546.979939722,50.05337096863564,42.911423
2436,41005946,0.00518897311,R41005946XS1696844,35.5911106119346,137.92361060731938,GRDC_2588322,35.5938,137.9271,15922546.979939722,50.05337096863564,42.911423
2437,41005946,0.00518897311,R41005946XS1696845,35.5923105919018,137.92481058825084,GRDC_2588322,35.5938,137.9271,15922546.979939722,50.05337096863564,42.911423
2438,41005952,0.000502411147,R41005952XS1696919,35.35416493087,136.65749999999198,GRDC_2588302,35.3604,136.6563,15778236.971015194,78.40247356463861,52.362026
2439,41005952,0.000502411147,R41005952XS1696920,35.355876843804744,136.6574999998084,GRDC_2588302,35.3604,136.6563,15778236.971015194,78.40247356463861,52.362026
2440,41005984,0.000813028021,R41005984XS1697882,35.52624992055734,138.45083333232608,GRDC_2588481,35.5271,138.4521,15976984.818752931,64.2225810881495,32.410057
2441,41005984,0.000813028021,R41005984XS1697883,35.52779262049748,138.4508333324154,GRDC_2588481,35.5271,138.4521,15976984.818752931,64.2225810881495,32.410057
2442,41005984,0.000813028021,R41005984XS1697884,35.52933533096889,138.45083333268298,GRDC_2588481,35.5271,138.4521,15976984.818752931,64.2225810881495,32.410057
2443,41006007,0.001112628431,R41006007XS1698178,35.419166666996,136.73924561116473,GRDC_2588303,35.4229,136.7438,15789243.134660732,84.2869134449914,59.16785
2444,41006007,0.001112628431,R41006007XS1698179,35.42002122743746,136.74085456026455,GRDC_2588303,35.4229,136.7438,15789243.134660732,84.2869134449914,59.16785
2445,41006041,0.002179443228,R41006041XS1698743,35.640833334263895,139.5296954260674,GRDC_2588630,35.6396,139.5313,16096697.39556114,80.45671957263349,19.054728
2446,41006041,0.002179443228,R41006041XS1698744,35.64115764930266,139.52800901915984,GRDC_2588630,35.6396,139.5313,16096697.39556114,80.45671957263349,19.054728
2447,41006041,0.002179443228,R41006041XS1698745,35.642343327793654,139.52682334002634,GRDC_2588630,35.6396,139.5313,16096697.39556114,80.45671957263349,19.054728
2448,41006775,0.003434511783,R41006775XS1700820,34.87375780939507,138.10540885906784,GRDC_2588910,34.8729,138.1063,15916551.95152068,70.16346589968678,35.566216
2449,41006775,0.003434511783,R41006775XS1700821,34.87480946058388,138.10435720735046,GRDC_2588910,34.8729,138.1063,15916551.95152068,70.16346589968678,35.566216
2450,41006775,0.003434511783,R41006775XS1700822,34.87586113054252,138.103305536356,GRDC_2588910,34.8729,138.1063,15916551.95152068,70.16346589968678,35.566216
2451,41006775,0.003434511783,R41006775XS1700823,34.87698563648285,138.10249999904997,GRDC_2588910,34.8729,138.1063,15916551.95152068,70.16346589968678,35.566216
2452,41006800,0.000958064794,R41006800XS1701221,34.58333333427248,135.61209890260423,GRDC_2589360,34.5813,135.6188,15638563.571806138,54.87138748154743,24.042818
2453,41006800,0.000958064794,R41006800XS1701222,34.582500000662506,135.61352347858744,GRDC_2589360,34.5813,135.6188,15638563.571806138,54.87138748154743,24.042818
2454,41006800,0.000958064794,R41006800XS1701223,34.58223090511491,135.61526909643362,GRDC_2589360,34.5813,135.6188,15638563.571806138,54.87138748154743,24.042818
2455,41006801,0.0030852316,R41006801XS1701298,35.19583333403492,138.58102587836308,GRDC_2588480,35.1979,138.5854,15978725.730410628,86.65828930144698,62.648514
2456,41006801,0.0030852316,R41006801XS1701299,35.19583333428604,138.57882784194825,GRDC_2588480,35.1979,138.5854,15978725.730410628,86.65828930144698,62.648514
2457,41006801,0.0030852316,R41006801XS1701300,35.195000000983086,138.57710986214636,GRDC_2588480,35.1979,138.5854,15978725.730410628,86.65828930144698,62.648514
2458,41006819,0.001436100567,R41006819XS1701471,34.86147289587167,134.10980622572703,GRDC_2589100,34.8688,134.1104,15487054.982307564,92.00732719772182,43.368397
2459,41006819,0.001436100567,R41006819XS1701472,34.863315610660685,134.110815610255,GRDC_2589100,34.8688,134.1104,15487054.982307564,92.00732719772182,43.368397
2460,41006960,0.000344323987,R41006960XS1703624,34.99833333413318,132.2830548696444,GRDC_2589200,34.9979,132.2896,15296155.520064382,61.99331003488853,105.857925
2461,41006960,0.000344323987,R41006960XS1703625,34.998333333485334,132.28412979124556,GRDC_2589200,34.9979,132.2896,15296155.520064382,61.99331003488853,105.857925
2462,41006960,0.000344323987,R41006960XS1703626,34.998333333999526,132.285204705044,GRDC_2589200,34.9979,132.2896,15296155.520064382,61.99331003488853,105.857925
2463,41006960,0.000344323987,R41006960XS1703627,34.99833333422753,132.28627961103965,GRDC_2589200,34.9979,132.2896,15296155.520064382,61.99331003488853,105.857925
2464,41006960,0.000344323987,R41006960XS1703628,34.998333333851406,132.2873545092323,GRDC_2589200,34.9979,132.2896,15296155.520064382,61.99331003488853,105.857925
2465,41006967,0.001206319404,R41006967XS1704167,34.94169192202259,132.64497474485972,GRDC_2589201,34.9438,132.6438,15332659.762673978,56.86453359298756,74.13985
2466,41006967,0.001206319404,R41006967XS1704168,34.94108374195502,132.64499999926443,GRDC_2589201,34.9438,132.6438,15332659.762673978,56.86453359298756,74.13985
2467,41006967,0.001206319404,R41006967XS1704169,34.940468102670884,132.64499999913843,GRDC_2589201,34.9438,132.6438,15332659.762673978,56.86453359298756,74.13985
2468,41006967,0.001206319404,R41006967XS1704170,34.93985246453697,132.64499999949012,GRDC_2589201,34.9438,132.6438,15332659.762673978,56.86453359298756,74.13985
2469,41006967,0.001206319404,R41006967XS1704171,34.93923682755326,132.64499999973015,GRDC_2589201,34.9438,132.6438,15332659.762673978,56.86453359298756,74.13985
2470,41006967,0.001206319404,R41006967XS1704172,34.93874558814292,132.64457891670637,GRDC_2589201,34.9438,132.6438,15332659.762673978,56.86453359298756,74.13985
2471,41006967,0.001206319404,R41006967XS1704173,34.93827034576958,132.64410367776966,GRDC_2589201,34.9438,132.6438,15332659.762673978,56.86453359298756,74.13985
2472,41006974,0.001163354548,R41006974XS1704570,34.8158333342096,132.8336763330045,GRDC_2589202,34.8104,132.8396,15348561.4548426,62.34253241913382,46.377335
2473,41006974,0.001163354548,R41006974XS1704571,34.81577422146419,132.83422577901527,GRDC_2589202,34.8104,132.8396,15348561.4548426,62.34253241913382,46.377335
2474,41006974,0.001163354548,R41006974XS1704572,34.815403134638935,132.83459686717768,GRDC_2589202,34.8104,132.8396,15348561.4548426,62.34253241913382,46.377335
2475,41006974,0.001163354548,R41006974XS1704573,34.81503204870153,132.83496795156745,GRDC_2589202,34.8104,132.8396,15348561.4548426,62.34253241913382,46.377335
2476,41006974,0.001163354548,R41006974XS1704574,34.8150000008342,132.83553285699838,GRDC_2589202,34.8104,132.8396,15348561.4548426,62.34253241913382,46.377335
2477,41006974,0.001163354548,R41006974XS1704575,34.815000000811104,132.836116082028,GRDC_2589202,34.8104,132.8396,15348561.4548426,62.34253241913382,46.377335
2478,41006974,0.001163354548,R41006974XS1704576,34.81497923383281,132.83668743301067,GRDC_2589202,34.8104,132.8396,15348561.4548426,62.34253241913382,46.377335
2479,41006974,0.001163354548,R41006974XS1704577,34.81460815579824,132.83705851268044,GRDC_2589202,34.8104,132.8396,15348561.4548426,62.34253241913382,46.377335
2480,41006974,0.001163354548,R41006974XS1704578,34.81423707865169,132.8374295885777,GRDC_2589202,34.8104,132.8396,15348561.4548426,62.34253241913382,46.377335
2481,41006975,0.0016035493,R41006975XS1704620,34.70988324262736,133.68178342490617,GRDC_2589310,34.7146,133.6813,15435763.13827466,72.37875370977827,43.47373
2482,41006975,0.0016035493,R41006975XS1704621,34.71199564849223,133.68133768656045,GRDC_2589310,34.7146,133.6813,15435763.13827466,72.37875370977827,43.47373
2483,41007570,0.001395499285,R41007570XS1706458,34.29500000039882,135.52593412437014,GRDC_2589351,34.2979,135.5313,15619210.666259684,53.328235956475,41.35604
2484,41007570,0.001395499285,R41007570XS1706459,34.295196800833004,135.5276967972649,GRDC_2589351,34.2979,135.5313,15619210.666259684,53.328235956475,41.35604
2485,41007570,0.001395499285,R41007570XS1706460,34.2958614301144,135.52919476280326,GRDC_2589351,34.2979,135.5313,15619210.666259684,53.328235956475,41.35604
2486,41007571,0.000485226855,R41007571XS1706554,34.46185983857396,136.65269316831737,GRDC_2588920,34.4646,136.6563,15745801.64012384,83.40203446885191,31.037806
2487,41007571,0.000485226855,R41007571XS1706555,34.46104224722513,136.65187557677152,GRDC_2588920,34.4646,136.6563,15745801.64012384,83.40203446885191,31.037806
2488,41007571,0.000485226855,R41007571XS1706556,34.46022465664602,136.6510579860098,GRDC_2588920,34.4646,136.6563,15745801.64012384,83.40203446885191,31.037806
2489,41007571,0.000485226855,R41007571XS1706557,34.45940706683638,136.6502403960319,GRDC_2588920,34.4646,136.6563,15745801.64012384,83.40203446885191,31.037806
2490,41007894,0.001354765634,R41007894XS1707470,33.74406161565711,135.93999999957546,GRDC_2588250,33.7479,135.9396,15644854.069570277,76.80051196049672,100.93799
2491,41007894,0.001354765634,R41007894XS1707471,33.745370720238896,135.93916666571505,GRDC_2588250,33.7479,135.9396,15644854.069570277,76.80051196049672,100.93799
2492,41007894,0.001354765634,R41007894XS1707472,33.746932362824026,135.9391666658298,GRDC_2588250,33.7479,135.9396,15644854.069570277,76.80051196049672,100.93799
2493,41007949,0.002969708761,R41007949XS1708461,33.57456038719005,133.17372704914567,GRDC_2591200,33.5771,133.1771,15340917.019128364,48.4209694649666,24.714983
2494,41007949,0.002969708761,R41007949XS1708462,33.57337300434146,133.17253967015114,GRDC_2591200,33.5771,133.1771,15340917.019128364,48.4209694649666,24.714983
2495,41007949,0.002969708761,R41007949XS1708463,33.5725000008732,133.17117689195052,GRDC_2591200,33.5771,133.1771,15340917.019128364,48.4209694649666,24.714983
